Date of Valuation,Base date,date(m),Year,Road_width,LocationAccess,Location_Access,Commercialprice,Commercial-price,Latitude,Longitude,Governmentrate,Commercial-rate,Area,Earthen,Pitch,Goreto,Gravelled,paved,Commercial,Residential,Rectangular,Trapezoidal,Irregular,Facilities,Commercial-rate,Government-rate,Location as per cadastralmap,,,Places
04/05/2017,01/01/2012,63,5.25,4.304461942,300,3,1250000,12.5,27.915743,85.140631,4.33125,2.5,5,1,0,0,0,0,1,0,0,1,0,1,250000,433125, 1020291 Trishuli-2Nuwakot,,,Nuwakot
12/04/2012,01/01/2012,11,0.916666667,1.968503937,400,4,1250000,12.5,FAILED,FAILED,7.5,25,0.5,0,1,0,0,0,0,1,,,," TEWS 
    ","30,00,000.00",750000," Bhaktapur Nagar Panchayat 5, 7, 8, 9, 10, 11",,,Bhaktapur
10/23/2013,01/01/2012,21,1.75,1.312335958,250,2.5,1250000,12.5,27.72666,85.288736,1.5,5,2.5,0,0,1,0,0,0,1,,,, TEW,"5,00,000.00",150000," 102-1021-14, Ichangunarayan-2, Kathmandu",,,Kathmandu
04/30/2014,01/01/2012,27,2.25,3.280839895,1000,10,1248000,12.48,27.671013,85.281039,1,4,3.12,1,0,0,0,0,0,1,0,0,1,0,400000,100000, Satungal-6 KaKathmandu,,,Kathmandu
06/09/2014,01/01/2012,29,2.416666667,5.249343832,2500,25,1237500,12.375,FAILED,FAILED,0.64,5.5,2.25,0,0,0,1,0,0,1,0,1,0,0,550000,64000, Dadapauwa (Ramkot)-5 ka 1Kathmandu,,,Kathmandu
01/20/2016,01/01/2012,48,4,8.608923885,3000,30,1237250,12.3725,27.921284,85.146087,7.21875,1.75,7.07,0,0,0,1,0,0,1,0,1,0,1,175000,721875, 102-0251Trisuli-2Nuwakot,,,Nuwakot
01/10/2014,01/01/2012,24,2,1.968503937,500,5,1237000,12.37,27.780104,85.282513,0.5,4.498181818,2.75,0,0,1,0,0,0,1,,,,TEW,"4,50,000.00",50000," Goldhunga -3 Nga, Kathmandu",,,Kathmandu
01/10/2014,01/01/2012,24,2,4.304461942,100,1,1232000,12.32,27.72666,85.288736,2.5,4.248275862,2.9,1,0,0,0,0,0,1,,,,TEW,"4,25,000.00",250000," 102-1021-14, Ichangunarayan - 2,3, Kathmandu",,,Kathmandu
07/02/2013,01/01/2012,18,1.5,4.593175853,400,4,1204000,12.04,27.680814,85.394554,1.75,3.502545455,3.4375,1,0,0,0,0,0,1,,,, TEW,"3,50,000.00",175000,"Duwakot -1 ga, Bhaktapur",,,Bhaktapur
15-Feb,01/01/2012,37,3.083333333,3.937007874,150,1.5,1200000,12,27.72298,85.324821,1.4,4,3,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",400000,140000,"537, Purano Niakap - 6, Kathmandu",,,Kathmandu
03/05/2016,01/01/2012,50,4.166666667,4.304461942,300,3,1200000,12,27.91167,85.142471,1.5,3,4,1,0,0,0,0,0,1,0,1,0,1,300000,150000, 102-0371Bidur-1Nuwakot,,,Nuwakot
03/04/2016,01/01/2012,50,4.166666667,4.304461942,1000,10,1200000,12,FAILED,FAILED,3,3,4,0,1,0,0,0,0,1,1,0,0,0,300000,300000, Bhimdhunga-3 KhaKathmandu,,,Kathmandu
03/04/2016,01/01/2012,50,4.166666667,4.304461942,1000,10,1200000,12,FAILED,FAILED,3,3,4,0,1,0,0,0,0,1,1,0,0,0,300000,300000, Bhimdhunga-3 KhaKathmandu,,,Kathmandu
05/07/2014,01/01/2012,28,2.333333333,1.312335958,1000,10,1200000,12,27.664489,85.40918,1,3,4,0,0,1,0,0,0,1,0,1,0,0,300000,100000, Katunje - 4Bhaktapur,,,Bhaktapur
09/09/2013,01/01/2012,20,1.666666667,11.83727034,300,3,1200000,12,FAILED,FAILED,1.25,5.001302423,2.399375,1,0,0,0,0,0,1,,,, TEW,"5,00,000.00",125000," Changunarayan-9gha, Bhaktapur",,,Bhaktapur
01/10/2014,01/01/2012,24,2,4.304461942,1000,10,1190000,11.9,27.659036,85.35796,0.90625,3.501931212,3.398125,1,0,0,0,0,0,1,,,, TEW,"3,50,000.00",90625," Tikathali-9, Lalitpur",,,Lalitpur
12/18/2014,01/01/2012,35,2.916666667,6.56167979,300,3,1183500,11.835,27.6970981,85.245685,2.25,4.5,2.63,1,0,0,0,0,0,1,1,0,0,0,450000,225000,machhegaun-5 KaKathmandu,,,Kathmandu
08/11/2015,01/01/2012,43,3.583333333,4.304461942,3000,30,1183000,11.83,FAILED,FAILED,1.5,3.5,3.38,1,0,0,0,0,0,1,0,1,0,0,350000,150000,Alapot-7 KaKathmandu,,,Kathmandu
09/10/2015,01/01/2012,44,3.666666667,6.456692913,5000,50,1181250,11.8125,FAILED,FAILED,1.44375,0.328125,36,1,0,0,0,0,0,1,0,0,1,1,32812.5,144375, 102-0262 0302Ganeshsthan-6Nuwakot,,,Nuwakot
16-Dec,01/01/2012,59,4.916666667,3.937007874,300,3,1180000,11.8,27.709217,85.275701,5.5,8,1.475,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",800000,550000,"309, Jorpati-8, Kathmandu",,,Kathmandu
03/05/2013,01/01/2012,14,1.166666667,3.280839895,1000,10,1180000,11.8,FAILED,FAILED,1.25,4.992067689,2.36375,1,0,0,0,0,0,1,,,,TEW,"5,00,000.00",125000," Duwakot-5Kha-2, Bhaktapur",,,Bhaktapur
09/05/2017,01/01/2012,65,5.416666667,1.312335958,200,2,1160000,11.6,FAILED,FAILED,2.75,7.99655321,1.450625,0,0,1,0,0,0,1,,,," TEWS 
    ","8,00,000.00",275000," 102-1067-11, KMC-7ta, Kathmandu",,,Kathmandu
10/02/2013,01/01/2012,21,1.75,3.280839895,500,5,1150000,11.5,27.72298,85.373062,3.65,4.987801572,2.305625,1,0,0,0,0,0,1,,,," TEWS 
    ","5,00,000.00",365000," 102-1030-24, Jorpati-5, Kathmandu",,,Kathmandu
09/15/2013,01/01/2012,20,1.666666667,3,150,1.5,1148000,11.48,FAILED,FAILED,1.65,3.993043478,2.875,0,0,1,0,0,0,1,,,, TEW,"4,00,000.00",165000,"mulpani-1kha, Kathmandu",,,Kathmandu
03/04/2013,01/01/2012,14,1.166666667,1.312335958,200,2,1140000,11.4,27.698744,85.312168,7,11.98423127,0.95125,0,0,1,0,0,0,1,,,," TEWS 
    ","12,00,000.00",700000," 102-1066-18, KMC-33, Kathmandu",,,Kathmandu
07/20/2013,01/01/2012,18,1.5,3.937007874,1000,10,1137000,11.37,27.680814,85.394554,1.25,6.685777288,1.700625,1,0,0,0,0,0,1,,,,TEW,"3,50,000.00",125000," Duwakot-9 Gha, Bhaktapur",,,Bhaktapur
16-Apr,01/01/2012,51,4.25,3.937007874,100,1,1134375,11.34375,27.687905,85.345415,1,5.5,2.0625,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",550000,100000,"352,Daha Chowk-4 , Kathmandu",,,Kathmandu
05/27/2014,01/01/2012,28,2.333333333,2.624671916,150,1.5,1129500,11.295,FAILED,FAILED,0.25,2.25,5.02,0,0,1,0,0,0,1,0,0,1,0,225000,25000, Lamatar-1 ghaLalitpur,,,Lalitpur
09/11/2014,01/01/2012,32,2.666666667,1,1000,10,1125000,11.25,FAILED,FAILED,0.5,1.5,7.5,0,0,0,0,0,0,0,0,0,1,0,150000,50000, Pukhulachhi-7 KhaKathmandu,,,Kathmandu
11/28/2012,01/01/2012,10,0.833333333,1.076115486,1000,10,1120500,11.205,27.732065,85.36275,3.3,4.495486459,2.4925,1,0,0,0,0,0,1,,,," TEWS 
    ","4,50,000.00",330000," Kapan 2,3,5, Kathmandu",,,Kathmandu
10/02/2015,01/01/2012,45,3.75,4.304461942,300,3,1113000,11.13,27.745761,85.294248,3,3.5,3.18,1,0,0,0,0,0,1,1,0,0,0,350000,300000, Goldhunga-7 KaKathmandu,,,Kathmandu
08/25/2015,01/01/2012,43,3.583333333,6.456692913,2000,20,1100000,11,FAILED,FAILED,0.25,4,2.75,0,0,1,0,0,0,1,0,1,0,0,400000,25000,Lapsefedi-2 chaKathmandu,,,Kathmandu
12/13/2012,01/01/2012,11,0.916666667,1.312335958,100,1,1094700,10.947,27.703872,85.380004,4.1,4.100959963,2.669375,0,0,1,0,0,0,1,,,, TEW,"4,10,000.00",410000," Gothatar-2, Kathmandu",,,Kathmandu
01/02/2015,01/01/2012,36,3,3.280839895,500,5,1092000,10.92,FAILED,FAILED,5,6,1.82,1,0,0,0,0,0,1,1,0,0,0,600000,500000,  Bishnu Gaun-5 Kha 1Kathmandu,,,Kathmandu
01/13/2013,01/01/2012,12,1,1.312335958,300,3,1087500,10.875,27.717452,85.405268,1.65,3.745963402,2.903125,0,0,1,0,0,0,1,,,, TEW,"3,75,000.00",165000,"mulpani -3 kha, Kathmandu",,,Kathmandu
09/06/2015,01/01/2012,44,3.666666667,3.937007874,200,2,1084500,10.845,27.709588,85.306486,1.5,4.5,2.41,0,0,1,0,0,0,1,0,0,0,0,450000,150000, Dharmasthali-3 gaKathmandu,,,Kathmandu
09/04/2014,01/01/2012,32,2.666666667,3.280839895,250,2.5,1080000,10.8,FAILED,FAILED,3,4,2.7,1,0,0,0,0,0,1,1,0,0,0,400000,300000,Dachhi (Thali Dachhi)-2 KaKathmandu,,,Kathmandu
04/15/2015,01/01/2012,39,3.25,32.28346457,1000,10,1079200,10.792,27.852509,85.059714,1.375,3.8,2.84,0,1,0,0,0,0,1,1,0,0,1,380000,137500, 102-0601Ratmate-9Nuwakot,,,Nuwakot
09/02/2013,01/01/2012,20,1.666666667,4.304461942,2500,25,1079000,10.79,FAILED,FAILED,1,3.32,3.25,1,0,0,0,0,0,1,,,, TEW,"3,32,000.00",100000," Sipadol-2ga, Bhaktapur",,,Bhaktapur
09/05/2016,01/01/2012,56,4.666666667,6.456692913,5500,55,1075000,10.75,FAILED,FAILED,0.5,0.5,21.5,1,0,0,0,0,0,1,1,0,0,0,50000,50000, Lapsifedi-6 ‘Chaft-2Kathmandu,,,Kathmandu
01/02/2014,01/01/2012,24,2,0.984251969,1500,15,1069000,10.69,FAILED,FAILED,0.55,1.000233918,10.6875,0,0,1,0,0,0,1,,,, TEW,"1,00,000.00",55000," Suntol-8 Nga, Kathmandu",,,Kathmandu
04/29/2013,01/01/2012,15,1.25,3.937007874,500,5,1062000,10.62,27.699118,85.397174,1.25,4.504772004,2.3575,1,0,0,0,0,0,1,,,,TEW,"4,50,000.00",125000," Nil Barahi-2, Bhaktapur",,,Bhaktapur
09/18/2015,01/01/2012,44,3.666666667,1.312335958,500,5,1060000,10.6,27.71097,85.398858,2.25,4,2.65,0,0,1,0,0,0,1,1,0,0,0,400000,225000,mulpani-7KhaKathmandu,,,Kathmandu
01/09/2013,01/01/2012,12,1,1.312335958,500,5,1050000,10.5,27.714513,85.328362,1.65,3.5,3,0,0,1,0,0,0,1,,,,TEW,"3,50,000.00",165000," 102-0948-13, Kapan 4 & 5, Kathmandu",,,Kathmandu
12/22/2013,01/01/2012,23,1.916666667,1.312335958,300,3,1050000,10.5,FAILED,FAILED,1.65,3.5,3,0,0,1,0,0,0,1,,,,TEW,"3,50,000.00",165000,"mulpani-9Ga, Kathmandu",,,Kathmandu
05/03/2013,01/01/2012,16,1.333333333,1.312335958,300,3,1050000,10.5,FAILED,FAILED,0.6,1.5,7,0,0,1,0,0,0,1,,,, TEW,"1,50,000.00",60000," Chaling-4, Bhaktapur",,,Bhaktapur
12/17/2013,01/01/2012,23,1.916666667,2.624671916,1500,15,1050000,10.5,27.765462,85.297554,0.32,3.5,3,0,0,1,0,0,0,1,,,,TEW,"3,50,000.00",32000," Dharmasthali-5 Gha, Kathmandu",,,Kathmandu
12/23/2014,01/01/2012,35,2.916666667,0.984251969,300,3,1040000,10.4,27.703872,FAILED,0.6,3.25,3.2,0,0,1,0,0,0,1,1,0,0,0,325000,60000, Dahachowk-3 GaKathmandu,,,Kathmandu
06/24/2013,01/01/2012,17,1.416666667,1.312335958,250,2.5,1040000,10.4,FAILED,FAILED,0.064,0.74954955,13.875,0,0,1,0,0,0,1,,,, TEW,75000,6400," Pharping Sokhel -7 ka, Kathmandu",,,Kathmandu
09/09/2015,01/01/2012,44,3.666666667,1.312335958,1000,10,1014000,10.14,27.753134,85.315143,2,6,1.69,0,0,1,0,0,0,1,0,1,0,0,600000,200000, Futung-4 kaKathmandu,,,Kathmandu
09/01/2016,01/01/2012,56,4.666666667,5.905511811,200,2,1006000,10.06,27.932192,85.187167,0.1875,1,10.06,1,0,0,0,0,0,1,1,0,0,0,100000,18750, 102-0379 Chaughada-8Nuwakot,,,Nuwakot
02/19/2016,01/01/2012,49,4.083333333,11.83727034,2000,20,1002000,10.02,FAILED,FAILED,3.25,6,1.67,0,1,0,0,0,0,1,1,0,0,0,600000,325000, Bageshwori-8kha-1Bhaktapur,,,Bhaktapur
01/05/2015,01/01/2012,36,3,0.984251969,1000,10,1000000,10,27.709217,85.317966,1.5,4,2.5,0,0,1,0,0,0,1,0,1,0,0,400000,150000, Balkumari-2 kaKathmandu,,,Kathmandu
15-Jan,01/01/2012,36,3,1.312335958,600,6,1000000,10,27.707933,85.245685,1,4,2.5,0,0,1,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",400000,100000,"368, Goldhunga-1 Ga, Kathmandu",,,Kathmandu
09/05/2016,01/01/2012,56,4.666666667,1.312335958,7000,70,1000000,10,27.688023,85.446539,0.7,2.5,4,0,0,1,0,0,0,1,1,0,0,0,250000,70000, Chhaling-5Bhaktapur,,,Bhaktapur
04/29/2013,01/01/2012,15,1.25,1.312335958,1500,15,992000,9.92,27.669618,85.366002,1.5,3.997984887,2.48125,0,0,1,0,0,0,1,,,,TEW,"4,00,000.00",150000," Balkot-1, Bhaktapur",,,Bhaktapur
01/05/2015,01/01/2012,36,3,0.984251969,5003,50.03,975000,9.75,FAILED,FAILED,1,3,3.25,0,0,1,0,0,0,1,1,0,0,0,300000,100000, Aalapot-9Kathmandu,,,Kathmandu
10-Jul-14,01/01/2012,30,2.5,3.280839895,105,1.05,970000,9.7,27.660213,85.324821,3.25,10,0.97,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",1000000,325000,"398,GOTHAGHAR-8, kathmandu",,,Kathmandu
06/06/2013,01/01/2012,17,1.416666667,8.530183727,1000,10,962500,9.625,27.802883,85.3209,0.32,0.5,19.25,1,0,0,0,0,0,1,,,, TEW,50000,32000," Jhor-5 Ka, Kathmandu",,,Kathmandu
07/01/2013,01/01/2012,18,1.5,1.312335958,100,1,960000,9.6,27.72298,85.373062,2.45,4.987012987,1.925,0,0,1,0,0,0,1,,,," TEWS 
    ","5,00,000.00",245000," 102-1069-01, Jorpati-3, Kathmandu",,,Kathmandu
08/12/2013,01/01/2012,19,1.583333333,3.280839895,400,4,960000,9.6,FAILED,FAILED,2.1,3.746341463,2.5625,1,0,0,0,0,0,1,,,, TEW,"3,75,000.00",210000," Dachi (Thali Dachi) -9 Ga, Kathmandu",,,Kathmandu
02/09/2014,01/01/2012,25,2.083333333,0.984251969,500,5,960000,9.6,27.724441,85.420409,1.65,3.413333333,2.8125,0,0,1,0,0,0,1,,,,TEW,"3,41,500.00",165000,"mulpani-3 Ka, Kathmandu",,,Kathmandu
09/19/2013,01/01/2012,20,1.666666667,3.280839895,1000,10,954000,9.54,FAILED,FAILED,0.5,2.992941177,3.1875,0,0,0,0,1,0,1,,,,TEW,"3,00,000.00",50000," Bageshwori-2ka, Bhaktapur",,,Bhaktapur
03/24/2014,01/01/2012,26,2.166666667,1.312335958,300,3,935000,9.35,27.745761,85.294248,0.5,3.806615776,2.45625,0,0,1,0,0,0,1,,,, TEW,"3,50,000.00",50000," Goldhunga-4 kha, Kathmandu",,,Kathmandu
03/10/2014,01/01/2012,26,2.166666667,1.968503937,300,3,902000,9.02,27.692701,85.415369,0.6,2.496022138,3.61375,0,0,1,0,0,0,1,,,,TEW,"2,50,000.00",60000," Duwakot-6 Gha 1, Bhaktapur",,,Bhaktapur
07/03/2016,01/01/2012,54,4.5,3.280839895,500,5,900000,9,27.733477,85.315052,3,3.75,2.4,1,0,0,0,0,0,1,0,1,0,0,375000,300000, Goldhunga-7‘KaftKathmandu,,,Kathmandu
09/12/2015,01/01/2012,44,3.666666667,4.304461942,1500,15,900000,9,27.851234,85.147246,1.44375,0.1875,48,1,0,0,0,0,0,0,0,0,1,0,18750,144375, 102-71Belkot-1Nuwakot,,,Nuwakot
12/11/2015,01/01/2012,47,3.916666667,6.456692913,4000,40,900000,9,27.851234,85.147246,1.44375,0.1875,48,0,0,0,1,0,0,1,0,0,1,0,18750,144375, 102-0693Belkot-4Nuwakot,,,Nuwakot
05/17/2013,01/01/2012,16,1.333333333,3.937007874,700,7,900000,9,27.749025,85.409357,1,3,3,1,0,0,0,0,0,1,,,, TEW,"3,00,000.00",100000," Nayapati-6 Kha, Kathmandu",,,Kathmandu
08/04/2013,01/01/2012,19,1.583333333,1.640419948,700,7,900000,9,27.669079,85.37489,0.5,3,3,1,0,0,0,0,0,1,,,,TEW,"3,00,000.00",50000," Balkot -2, Bhaktapur",,,Bhaktapur
12/03/2013,01/01/2012,23,1.916666667,1.640419948,700,7,900000,9,27.669079,85.37489,0.5,3,3,1,0,0,0,0,0,1,,,,TEW,"3,00,000.00",50000," Balkot -2, Bhaktapur",,,Bhaktapur
05/02/2014,01/01/2012,28,2.333333333,1.312335958,300,3,875000,8.75,FAILED,FAILED,2.75,10,0.875,0,0,1,0,0,0,1,1,0,0,1,1000000,275000, 102-1028-11KMC-6 ChhyaKathmandu,,,Kathmandu
16-May,01/01/2012,52,4.333333333,4.265091864,800,8,875000,8.75,27.709217,85.335792,1,5,1.75,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",500000,100000,"78,Lamatar-9 Ga, Lalitpur",,,Lalitpur
05/17/2015,01/01/2012,40,3.333333333,0.984251969,105,1.05,875000,8.75,27.724441,85.420409,2,3.5,2.5,0,0,1,0,0,0,1,1,0,0,0,350000,200000,mulpani-3 kaKathmandu,,,Kathmandu
05/13/2014,01/01/2012,28,2.333333333,0.984251969,105,1.05,875000,8.75,27.724441,85.420409,1.65,3.5,2.5,0,0,1,0,0,0,1,1,0,0,0,350000,165000,mulpani-3 kaKathmandu,,,Kathmandu
09/10/2015,01/01/2012,44,3.666666667,4.304461942,200,2,868000,8.68,27.86709,85.090867,1,1.75,4.96,1,0,0,0,0,0,1,0,1,0,1,175000,100000, 102-451Bidur-3Nuwakot,,,Nuwakot
07/02/2013,01/01/2012,18,1.5,5.249343832,1000,10,868000,8.68,27.716196,85.427801,1,2.00028806,4.339375,1,0,0,0,0,0,1,,,, TEW,"2,00,000.00",100000,"Changunarayan -9kha, Bhaktapur",,,Bhaktapur
05/15/2013,01/01/2012,16,1.333333333,1.312335958,250,2.5,864500,8.645,27.703872,85.380004,3,3.501772152,2.46875,0,0,1,0,0,0,1,,,, TEW,"3,50,000.00",300000," 102-1110-03, Gothatar-4, Kathmandu",,,Kathmandu
01/03/2016,01/01/2012,48,4,3.280839895,300,3,855000,8.55,27.701014,85.275701,13,2.5,3.42,1,0,0,0,0,0,1,1,0,0,1,250000,1300000, Suchatar-4Kathmandu,,,Kathmandu
08/11/2013,01/01/2012,19,1.583333333,3.280839895,500,5,843000,8.43,FAILED,FAILED,2.1,3.746666667,2.25,1,0,0,0,0,0,1,,,,TEW,"3,75,000.00",210000," Dachi (Thali Dachi)-9 Ga, Kathmandu",,,Kathmandu
04/18/2014,01/01/2012,27,2.25,2,200,2,826000,8.26,FAILED,FAILED,0.25,2,4.13,0,0,1,0,0,0,0,1,0,0,0,200000,25000, Thecho-9 NgaLalitpur,,,Lalitpur
02/28/2013,01/01/2012,13,1.083333333,2.624671916,400,4,825000,8.25,FAILED,FAILED,2.1,2.75,3,1,0,0,0,0,0,1,,,, TEW,"2,75,000.00",210000," Dachi-9 Kha, Kathmandu",,,Kathmandu
02/22/2013,01/01/2012,13,1.083333333,2.624671916,,,825000,8.25,27.731133,85.3578,1.9,3,2.75,1,0,0,0,0,0,1,,,,TEW,"3,00,000.00",190000," 102-0948-15, Kapan-6, Kathmandu",,,Kathmandu
03/06/2014,01/01/2012,26,2.166666667,2.624671916,,,825000,8.25,27.733161,85.381505,0.55,3,2.75,0,0,1,0,0,0,1,,,, TEW,"3,00,000.00",55000," Gokaneshwor-9 ka, Kathmandu",,,Kathmandu
08/08/2013,01/01/2012,19,1.583333333,9.842519685,,,822000,8.22,27.78902,85.331304,1,6.016468436,1.36625,0,1,0,0,0,1,0,,,, TEW,"6,00,000.00",100000," Jhor-9 ka, Kathmandu",,,Kathmandu
11/20/2012,01/01/2012,10,0.833333333,3.280839895,200,2,810000,8.1,27.674749,85.242727,1,3,2.7,1,0,0,0,0,0,1,,,, TEW,"3,00,000.00",100000,"matatirtha -1 ka, Kathmandu",,,Kathmandu
04/25/2014,01/01/2012,27,2.25,4.304461942,200,2,806625,8.06625,FAILED,FAILED,1.5,2.25,3.585,1,0,0,0,0,0,1,1,0,0,0,225000,150000, Nakhel-1 kha-2Bhaktapur,,,Bhaktapur
02/09/2015,01/01/2012,37,3.083333333,2.624671916,105,1.05,800000,8,27.78902,85.331304,2.5,8,1,1,0,0,0,0,1,0,1,0,1,"1
",800000,250000, 102-0985-01 Gongabu-7 8 9,,,Kathmandu
06-Jul-16,01/01/2012,54,4.5,4.593175853,1200,12,800000,8,27.735325,85.242437,1.5,8,1,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",800000,150000,"496, Chandragirimunicipality-11, Kathmandu",,,Kathmandu
10/22/2013,01/01/2012,21,1.75,6.56167979,200,2,797000,7.97,FAILED,FAILED,2.1,5.491817399,1.45125,1,0,0,0,0,0,1,,,,TEW,"5,50,000.00",210000,"mulpani-9ga, Kathmandu",,,Kathmandu
01/20/2013,01/01/2012,12,1,2.624671916,500,5,796250,7.9625,27.745761,85.294248,0.26,3.245859873,2.453125,0,1,0,0,0,0,1,,,," TEWS 
    ","3,25,000.00",26000," Goldhunga 1 kha, kathmandu",,,Kathmandu
08/25/2014,01/01/2012,31,2.583333333,3.937007874,1500,15,795000,7.95,FAILED,FAILED,3,3.75,2.12,1,0,0,0,0,0,1,0,0,1,0,375000,300000, Dachhi (Thali Dachhi)-3 KaKathmandu,,,Kathmandu
06/01/2014,01/01/2012,29,2.416666667,2,1200,12,790000,7.9,27.766342,85.331389,1.5,2.5,3.16,1,0,0,0,0,0,0,0,0,1,0,250000,150000, 102-0905-03Tokha Sarswoti-79Kathmandu,,,Kathmandu
06/07/2013,01/01/2012,17,1.416666667,2.624671916,150,1.5,781250,7.8125,27.680814,85.394554,1.25,1.25,6.25,0,0,0,1,0,0,1,,,, TEW,"1,25,000.00",125000," Duwakot-6 kha, Bhaktapur",,,Bhaktapur
05/30/2013,01/01/2012,16,1.333333333,3,1000,10,780000,7.8,27.735325,85.30725,2,3.25,2.4,0,0,1,0,0,1,0,,,, TEW,"3,25,000.00",200000," 102-0905-07, Gongabu-1, Kathmandu",,,Kathmandu
01/26/2013,01/01/2012,12,1,3.280839895,1000,10,770000,7.7,27.692701,85.415369,1.25,3.496027242,2.2025,1,0,0,0,0,0,1,,,,TEW,"3,50,000.00",125000," Duwakot 6-ka-1, Bhaktapur",,,Bhaktapur
06/25/2013,01/01/2012,17,1.416666667,4.593175853,500,5,765000,7.65,FAILED,FAILED,1.7,1.7,4.5,1,0,0,0,0,0,1,,,, TEW,"1,70,000.00",170000," Baluwa-2 ga, Kathmandu",,,Kathmandu
02/19/2016,01/01/2012,49,4.083333333,4.304461942,100,1,760000,7.6,FAILED,FAILED,1.25,4,1.9,0,1,0,0,0,1,0,1,0,0,1,400000,125000, 102-03-07 & Ramati-5Nuwakot,,,Nuwakot
13-Nov-14,01/01/2012,34,2.833333333,2,200,2,750000,7.5,27.660213,85.311836,0.625,3,2.5,1,0,0,0,0,1,0,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",300000,62500,"853, Tikathali-1 '', Lalitpur",,,Lalitpur
02/13/2015,01/01/2012,37,3.083333333,6.56167979,105,1.05,750000,7.5,27.624277,85.350152,6.25,2,3.75,1,0,0,0,0,0,1,1,0,0,0,200000,625000, Godamchaur-3 KaLalitpur,,,Lalitpur
04/11/2013,01/01/2012,15,1.25,1.968503937,200,2,740000,7.4,27.735722,85.447701,0.45,1.999324553,3.70125,0,0,1,0,0,0 0,1:00:00 1M,,,,TEW,"2,00,000.00",45000," Indrayani- 2, 1, Kathmandu",,,Kathmandu
04/25/2014,01/01/2012,27,2.25,4.304461942,2000,20,735750,7.3575,FAILED,FAILED,1.5,2.25,3.27,1,0,0,0,0,0,1,1,0,0,0,225000,150000, Jaukhel-8 JaKathmandu,,,Kathmandu
11/10/2015,01/01/2012,46,3.833333333,0.984251969,200,2,728000,7.28,FAILED,FAILED,1,4,1.82,0,0,1,0,0,0,1,0,1,0,0,400000,100000,machhegaun-4 GhaKathmandu,,,Kathmandu
16-Jan,01/01/2012,48,4,3.280839895,13000,130,700000,7,27.745023,85.35796,3,7,1,1,0,0,0,0,0,1,,,,"Office, Airport, School, Campus, Bus Park,market Other Vehicle etc. ",700000,300000,"1960,Tikathali-5, Lalitpur",,,Lalitpur
02/12/2015,01/01/2012,37,3.083333333,2.624671916,300,3,700000,7,FAILED,FAILED,1,3.5,2,0,0,1,0,0,0,1,1,0,0,0,350000,100000, Alapot-9Kathmandu,,,Kathmandu
09/24/2014,01/01/2012,32,2.666666667,0.984251969,300,3,700000,7,27.681473,85.453646,0.22,2,3.5,0,0,1,0,0,0,1,0,0,1,0,200000,22000, Sarswoti Sudal-1 GaBhaktapur,,,Bhaktapur
01/02/2015,01/01/2012,36,3,0.984251969,1000,10,699750,6.9975,27.649658,FAILED,0.7,2.25,3.11,0,0,1,0,0,0,1,1,0,0,0,225000,70000, Dhuwakot-9 Ka.2Bhaktapur,,,Bhaktapur
06/07/2013,01/01/2012,17,1.416666667,3.937007874,150,1.5,694500,6.945,27.732482,85.436541,1.2,1.501621622,4.625,1,0,0,0,0, ,1,,,, TEW,"1,50,000.00",120000," Indaryani -8, Kathmandu",,,Kathmandu
02/11/2013,01/01/2012,13,1.083333333,0.984251969,50,0.5,694000,6.94,FAILED,FAILED,1.1,2.002886003,3.465,0,0,1,0,0,0,1,,,, TEW,"2,00,000.00",110000," Dachi-8 kha, Kathmandu",,,Kathmandu
04/25/2014,01/01/2012,27,2.25,4.304461942,1000,10,688000,6.88,FAILED,FAILED,1.5,2,3.44,1,0,0,0,0,0,1,1,0,0,1,200000,150000, Nakhel-1 kha-2Bhaktapur,,,Bhaktapur
07/07/2015,01/01/2012,42,3.5,1.968503937,1000,10,675000,6.75,27.680814,85.394554,0.7,3,2.25,0,0,1,0,0,0,1,1,0,0,0,300000,70000, Duwakot-6 KaBhaktapur,,,Bhaktapur
08/25/2013,01/01/2012,19,1.583333333,3.280839895,150,1.5,675000,6.75,FAILED,FAILED,1.65,3,2.25,1,0,0,0,0,0,1,,,,TEW,"3,00,000.00",165000," Sankhu Pukhulachi-8 Kha, Kathmandu",,,Kathmandu
08/05/2015,01/01/2012,43,3.583333333,1.312335958,3000,30,668750,6.6875,FAILED,FAILED,0.15,1.25,5.35,0,0,1,0,0,0,1,0,0,1,0,125000,15000, Ngakhel-2Bhaktapur,,,Bhaktapur
